timestamp,provider,model,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd
2026-04-25T18:09:53.430343,deepseek,deepseek-v4-flash,212,195,407,8.4e-05
2026-04-25T18:09:56.287949,deepseek,deepseek-v4-flash,193,155,348,7e-05
2026-04-25T18:09:59.638953,deepseek,deepseek-v4-flash,179,175,354,7.4e-05
2026-04-25T18:10:03.771463,deepseek,deepseek-v4-flash,147,194,341,7.5e-05
2026-04-25T18:11:13.564042,deepseek,deepseek-v4-flash,254,215,469,9.6e-05
2026-04-25T18:11:18.002512,deepseek,deepseek-v4-flash,212,284,496,0.000109
2026-04-25T18:11:20.900340,deepseek,deepseek-v4-flash,181,157,338,6.9e-05
2026-04-25T18:11:24.776604,deepseek,deepseek-v4-flash,171,219,390,8.5e-05
2026-04-25T18:11:29.397834,deepseek,deepseek-v4-flash,147,262,409,9.4e-05
2026-04-25T18:14:11.488959,deepseek,deepseek-v4-flash,254,291,545,0.000117
2026-04-25T18:14:14.420472,deepseek,deepseek-v4-flash,212,181,393,8e-05
2026-04-25T18:14:19.346668,deepseek,deepseek-v4-flash,175,288,463,0.000105
2026-04-25T18:14:22.991524,deepseek,deepseek-v4-flash,185,205,390,8.3e-05
2026-04-25T18:14:27.437452,deepseek,deepseek-v4-flash,147,224,371,8.3e-05
2026-04-25T18:15:17.544481,deepseek,deepseek-v4-flash,147,253,400,9.1e-05
2026-04-25T18:17:30.045684,deepseek,deepseek-v4-flash,147,280,427,9.9e-05
2026-04-25T19:42:48.382646,deepseek,deepseek-v4-flash,1735,2232,3967,0.000868
2026-04-25T19:43:27.516863,deepseek,deepseek-v4-flash,1607,3426,5033,0.001184
2026-04-25T19:44:04.936951,deepseek,deepseek-v4-flash,1674,3279,4953,0.001152
2026-04-25T19:44:36.736641,deepseek,deepseek-v4-flash,1746,2695,4441,0.000999
2026-04-25T19:44:52.650946,deepseek,deepseek-v4-flash,1693,1330,3023,0.000609
2026-04-25T19:45:11.964644,deepseek,deepseek-v4-flash,1521,1666,3187,0.000679
2026-04-25T19:45:56.635503,deepseek,deepseek-v4-flash,1917,3999,5916,0.001388
2026-04-25T19:46:46.004517,deepseek,deepseek-v4-flash,1951,4000,5951,0.001393
2026-04-25T19:47:04.038407,deepseek,deepseek-v4-flash,616,1520,2136,0.000512
2026-04-25T19:47:53.432458,deepseek,deepseek-v4-flash,1865,3999,5864,0.001381
2026-04-25T19:48:10.526623,deepseek,deepseek-v4-flash,1693,1369,3062,0.00062
2026-04-25T19:48:59.112819,deepseek,deepseek-v4-flash,1986,3999,5985,0.001398
2026-04-25T19:49:28.240331,deepseek,deepseek-v4-flash,1907,2354,4261,0.000926
2026-04-25T19:49:41.770335,deepseek,deepseek-v4-flash,1841,1104,2945,0.000567
2026-04-25T19:50:08.036808,deepseek,deepseek-v4-flash,1685,2245,3930,0.000865
2026-04-25T19:50:21.663757,deepseek,deepseek-v4-flash,1799,1009,2808,0.000534
2026-04-25T19:51:07.145666,deepseek,deepseek-v4-flash,1476,4000,5476,0.001327
2026-04-25T19:51:22.764095,deepseek,deepseek-v4-flash,1033,1254,2287,0.000496
2026-04-25T19:51:56.127046,deepseek,deepseek-v4-flash,1964,2904,4868,0.001088
2026-04-25T19:57:22.223448,deepseek,deepseek-v4-flash,147,246,393,8.9e-05
2026-04-25T20:02:20.837346,deepseek,deepseek-v4-flash,147,256,403,9.2e-05
2026-04-25T20:03:32.879387,deepseek,deepseek-v4-flash,147,166,313,6.7e-05
2026-04-25T20:09:49.132772,deepseek,deepseek-v4-flash,147,199,346,7.6e-05
2026-04-25T20:32:16.558368,deepseek,deepseek-v4-flash,795,384,1179,0.000219
2026-04-25T20:32:20.752006,deepseek,deepseek-v4-flash,444,290,734,0.000143
2026-04-25T20:32:55.667327,deepseek,deepseek-v4-flash,147,287,434,0.000101
2026-04-25T20:44:17.503112,deepseek,deepseek-v4-flash,147,222,369,8.3e-05
2026-04-25T20:58:14.696640,deepseek,deepseek-v4-flash,5224,492,5716,0.000869
2026-04-25T20:58:26.775276,deepseek,deepseek-v4-flash,5596,926,6522,0.001043
2026-04-25T20:58:33.138697,deepseek,deepseek-v4-flash,4440,474,4914,0.000754
2026-04-25T20:58:59.851260,deepseek,deepseek-v4-flash,5224,1111,6335,0.001042
2026-04-25T20:59:10.990772,deepseek,deepseek-v4-flash,5596,857,6453,0.001023
2026-04-25T20:59:18.829977,deepseek,deepseek-v4-flash,4440,612,5052,0.000793
2026-04-25T21:23:29.852674,deepseek,deepseek-v4-flash,147,192,339,7.4e-05
2026-04-25T21:25:04.689824,deepseek,deepseek-v4-flash,147,172,319,6.9e-05
2026-04-25T21:43:18.752275,deepseek,deepseek-v4-flash,147,311,458,0.000108
2026-04-25T21:50:49.125322,deepseek,deepseek-v4-flash,147,353,500,0.000119
2026-04-25T21:53:26.284871,deepseek,deepseek-v4-flash,147,274,421,9.7e-05
2026-04-25T21:58:00.321106,deepseek,deepseek-v4-flash,147,321,468,0.00011
2026-04-25T21:59:17.134643,deepseek,deepseek-v4-flash,147,229,376,8.5e-05
2026-04-25T22:01:14.190806,deepseek,deepseek-v4-flash,147,273,420,9.7e-05
2026-04-25T22:01:46.884286,deepseek,deepseek-v4-flash,147,335,482,0.000114
2026-04-25T22:02:56.710352,deepseek,deepseek-v4-flash,147,220,367,8.2e-05
2026-04-25T22:03:25.674922,deepseek,deepseek-v4-flash,147,234,381,8.6e-05
2026-04-25T22:05:08.195583,deepseek,deepseek-v4-flash,147,227,374,8.4e-05
2026-04-26T09:02:54.676649,deepseek,deepseek-v4-flash,147,213,360,8e-05
2026-04-26T09:09:06.846863,deepseek,deepseek-v4-flash,5224,586,5810,0.000895
2026-04-26T09:09:15.819875,deepseek,deepseek-v4-flash,5596,653,6249,0.000966
2026-04-26T09:09:23.084551,deepseek,deepseek-v4-flash,4401,499,4900,0.000756
2026-04-26T09:09:56.146539,deepseek,deepseek-v4-flash,147,298,445,0.000104
2026-05-20T20:57:01.651379,deepseek,deepseek-v4-flash,147,290,437,0.000102
2026-05-20T21:51:09.214754,deepseek,deepseek-v4-flash,7174,911,8085,0.001259
2026-05-20T21:51:19.181830,deepseek,deepseek-v4-flash,2887,1130,4017,0.000721
2026-05-20T21:51:26.936313,deepseek,deepseek-v4-flash,572,796,1368,0.000303
2026-05-20T21:52:08.314828,deepseek,deepseek-v4-flash,579,446,1025,0.000206
2026-05-20T21:52:16.436611,deepseek,deepseek-v4-flash,480,848,1328,0.000305
2026-05-20T21:57:42.255096,deepseek,deepseek-v4-flash,147,260,407,9.3e-05
2026-07-05T21:45:25.961463,deepseek,deepseek-v4-flash,298,1110,1408,0.000353
2026-07-05T21:45:46.558435,deepseek,deepseek-v4-flash,10555,1708,12263,0.001956
2026-07-05T21:45:59.289983,deepseek,deepseek-v4-flash,4403,1060,5463,0.000913
2026-07-05T21:51:25.548479,deepseek,deepseek-v4-flash,353,1040,1393,0.000341
2026-07-05T21:51:48.343092,deepseek,deepseek-v4-flash,10523,2375,12898,0.002138
2026-07-05T21:51:58.950490,deepseek,deepseek-v4-flash,353,989,1342,0.000326
2026-07-05T21:54:44.936590,deepseek,deepseek-v4-flash,353,1032,1385,0.000338
2026-07-05T21:55:03.095916,deepseek,deepseek-v4-flash,10523,1998,12521,0.002033
2026-07-05T21:55:16.224800,deepseek,deepseek-v4-flash,353,1124,1477,0.000364
2026-07-05T21:56:24.222905,deepseek,deepseek-v4-flash,5830,1234,7064,0.001162
2026-07-05T21:56:29.215996,deepseek,deepseek-v4-flash,619,464,1083,0.000217
2026-07-05T21:56:43.267356,deepseek,deepseek-v4-flash,767,1702,2469,0.000584
2026-07-05T21:56:56.145735,deepseek,deepseek-v4-flash,1228,1414,2642,0.000568
2026-07-05T21:57:04.311645,deepseek,deepseek-v4-flash,1820,882,2702,0.000502
2026-07-05T21:57:14.339005,deepseek,deepseek-v4-flash,1779,1149,2928,0.000571
2026-07-05T21:57:39.195962,deepseek,deepseek-v4-flash,1766,2724,4490,0.00101
2026-07-05T21:57:50.473622,deepseek,deepseek-v4-flash,2070,1225,3295,0.000633
2026-07-05T21:58:00.587996,deepseek,deepseek-v4-flash,904,1069,1973,0.000426
2026-07-05T21:58:10.205706,deepseek,deepseek-v4-flash,1911,1060,2971,0.000564
2026-07-05T21:58:18.496179,deepseek,deepseek-v4-flash,1936,846,2782,0.000508
2026-07-05T21:58:31.625909,deepseek,deepseek-v4-flash,2093,1433,3526,0.000694
2026-07-05T21:58:40.350398,deepseek,deepseek-v4-flash,1947,950,2897,0.000539
2026-07-05T21:58:41.914788,deepseek,deepseek-v4-flash,1820,1116,2936,0.000567
2026-07-05T21:58:51.299875,deepseek,deepseek-v4-flash,1666,1463,3129,0.000643
2026-07-05T21:58:51.549230,deepseek,deepseek-v4-flash,2093,1073,3166,0.000593
2026-07-05T21:58:58.697731,deepseek,deepseek-v4-flash,1772,828,2600,0.00048
2026-07-05T21:59:02.735285,deepseek,deepseek-v4-flash,1947,1250,3197,0.000623
2026-07-05T21:59:07.230508,deepseek,deepseek-v4-flash,863,888,1751,0.000369
2026-07-05T21:59:15.171620,deepseek,deepseek-v4-flash,1624,880,2504,0.000474
2026-07-05T21:59:20.901692,deepseek,deepseek-v4-flash,1666,2155,3821,0.000837
2026-07-05T21:59:25.955076,deepseek,deepseek-v4-flash,1506,1137,2643,0.000529
2026-07-05T21:59:29.551023,deepseek,deepseek-v4-flash,1772,921,2693,0.000506
2026-07-05T21:59:37.262690,deepseek,deepseek-v4-flash,863,826,1689,0.000352
2026-07-05T21:59:44.481441,deepseek,deepseek-v4-flash,1624,743,2367,0.000435
2026-07-05T21:59:53.975274,deepseek,deepseek-v4-flash,1506,1074,2580,0.000512
2026-07-05T22:00:06.960400,deepseek,deepseek-v4-flash,967,1478,2445,0.000549
2026-07-05T22:00:28.517236,deepseek,deepseek-v4-flash,2039,1438,3477,0.000688
2026-07-05T22:00:42.486527,deepseek,deepseek-v4-flash,14947,1143,16090,0.002413
2026-07-05T22:00:54.574782,deepseek,deepseek-v4-flash,12357,1212,13569,0.002069
2026-07-05T22:01:06.510081,deepseek,deepseek-v4-flash,13246,1141,14387,0.002174
2026-07-05T22:01:23.204370,deepseek,deepseek-v4-flash,11450,1468,12918,0.002014
2026-07-05T22:01:40.651651,deepseek,deepseek-v4-flash,9206,1424,10630,0.001688
2026-07-05T22:02:02.454114,deepseek,deepseek-v4-flash,9762,2046,11808,0.00194
2026-07-05T22:02:22.634829,deepseek,deepseek-v4-flash,12014,1816,13830,0.00219
2026-07-05T22:02:35.415290,deepseek,deepseek-v4-flash,9458,931,10389,0.001585
2026-07-05T22:03:01.872765,deepseek,deepseek-v4-flash,11281,2213,13494,0.002199
2026-07-05T22:03:16.722555,deepseek,deepseek-v4-flash,15076,986,16062,0.002387
2026-07-05T22:03:36.025480,deepseek,deepseek-v4-flash,12979,1816,14795,0.002326
2026-07-05T22:03:54.810691,deepseek,deepseek-v4-flash,12746,1757,14503,0.002276
2026-07-05T22:04:14.098047,deepseek,deepseek-v4-flash,10165,1472,11637,0.001835
2026-07-05T22:06:08.085716,deepseek,deepseek-v4-flash,353,1175,1528,0.000378
2026-07-05T22:06:34.215537,deepseek,deepseek-v4-flash,10545,2266,12811,0.002111
2026-07-05T22:06:47.342155,deepseek,deepseek-v4-flash,353,1010,1363,0.000332
2026-07-05T22:07:00.729435,deepseek,deepseek-v4-flash,353,857,1210,0.000289
2026-07-05T22:07:19.207970,deepseek,deepseek-v4-flash,9575,1476,11051,0.001754
2026-07-05T22:08:32.464926,deepseek,deepseek-v4-flash,2921,1123,4044,0.000723
2026-07-05T22:08:44.917173,deepseek,deepseek-v4-flash,1397,993,2390,0.000474
2026-07-05T22:09:09.055667,deepseek,deepseek-v4-flash,4309,1957,6266,0.001151
2026-07-05T22:09:21.408496,deepseek,deepseek-v4-flash,2365,1012,3377,0.000614
2026-07-05T22:09:31.744168,deepseek,deepseek-v4-flash,2110,969,3079,0.000567
2026-07-05T22:09:48.450072,deepseek,deepseek-v4-flash,13021,1425,14446,0.002222
2026-07-05T22:12:26.813336,deepseek,deepseek-v4-flash,13021,1077,14098,0.002125
2026-07-05T22:14:17.122901,deepseek,deepseek-v4-flash,13021,1141,14162,0.002142
2026-07-05T22:14:46.925573,deepseek,deepseek-v4-flash,353,1045,1398,0.000342
2026-07-05T22:15:07.119541,deepseek,deepseek-v4-flash,10554,2123,12677,0.002072
2026-07-05T22:15:19.993920,deepseek,deepseek-v4-flash,353,905,1258,0.000303
2026-07-05T22:15:34.555999,deepseek,deepseek-v4-flash,353,934,1287,0.000311
2026-07-05T22:15:48.473436,deepseek,deepseek-v4-flash,9584,1355,10939,0.001721
2026-07-05T22:16:01.844023,deepseek,deepseek-v4-flash,11252,1486,12738,0.001991
2026-07-05T22:16:12.076746,deepseek,deepseek-v4-flash,353,855,1208,0.000289
2026-07-05T22:16:23.405698,deepseek,deepseek-v4-flash,353,821,1174,0.000279
2026-07-05T22:16:38.716719,deepseek,deepseek-v4-flash,11290,1805,13095,0.002086
2026-07-05T22:16:55.096429,deepseek,deepseek-v4-flash,13950,1786,15736,0.002453
2026-07-05T22:17:06.748416,deepseek,deepseek-v4-flash,353,914,1267,0.000305
2026-07-05T22:17:17.283398,deepseek,deepseek-v4-flash,353,822,1175,0.00028
2026-07-05T22:17:31.824486,deepseek,deepseek-v4-flash,11664,1550,13214,0.002067
2026-07-05T22:17:51.962375,deepseek,deepseek-v4-flash,14009,2062,16071,0.002539
2026-07-05T22:18:00.849957,deepseek,deepseek-v4-flash,353,955,1308,0.000317
2026-07-05T22:18:12.511144,deepseek,deepseek-v4-flash,353,866,1219,0.000292
2026-07-05T22:18:20.746107,deepseek,deepseek-v4-flash,11854,851,12705,0.001898
2026-07-05T22:18:35.591762,deepseek,deepseek-v4-flash,9480,1711,11191,0.001806
2026-07-05T22:18:47.845577,deepseek,deepseek-v4-flash,7671,1340,9011,0.001449
2026-07-05T22:19:01.808331,deepseek,deepseek-v4-flash,8434,1586,10020,0.001625
2026-07-05T22:19:11.694137,deepseek,deepseek-v4-flash,353,848,1201,0.000287
2026-07-05T22:19:23.773795,deepseek,deepseek-v4-flash,353,848,1201,0.000287
2026-07-05T22:19:32.132832,deepseek,deepseek-v4-flash,6321,865,7186,0.001127
2026-07-05T22:19:49.107200,deepseek,deepseek-v4-flash,6496,1876,8372,0.001435
2026-07-05T22:20:00.980395,deepseek,deepseek-v4-flash,353,1133,1486,0.000367
2026-07-05T22:20:11.317205,deepseek,deepseek-v4-flash,353,844,1197,0.000286
2026-07-05T22:20:28.678540,deepseek,deepseek-v4-flash,6702,2000,8702,0.001498
2026-07-05T22:20:37.005509,deepseek,deepseek-v4-flash,6827,879,7706,0.001202
2026-07-05T22:20:47.733373,deepseek,deepseek-v4-flash,353,827,1180,0.000281
2026-07-05T22:20:57.723995,deepseek,deepseek-v4-flash,353,801,1154,0.000274
2026-07-05T22:21:08.588710,deepseek,deepseek-v4-flash,6861,1172,8033,0.001289
2026-07-05T22:21:43.182384,deepseek,deepseek-v4-flash,5969,3319,9288,0.001765
2026-07-05T22:21:55.316435,deepseek,deepseek-v4-flash,353,819,1172,0.000279
2026-07-05T22:22:07.380668,deepseek,deepseek-v4-flash,353,702,1055,0.000246
2026-07-05T22:22:19.286593,deepseek,deepseek-v4-flash,5861,1126,6987,0.001136
2026-07-05T22:22:26.485586,deepseek,deepseek-v4-flash,619,555,1174,0.000242
2026-07-05T22:22:42.319281,deepseek,deepseek-v4-flash,767,1734,2501,0.000593
2026-07-05T22:22:58.516891,deepseek,deepseek-v4-flash,1228,1277,2505,0.000529
2026-07-05T22:23:06.590831,deepseek,deepseek-v4-flash,1820,667,2487,0.000442
2026-07-05T22:23:21.136981,deepseek,deepseek-v4-flash,1779,1275,3054,0.000606
2026-07-05T22:23:39.615116,deepseek,deepseek-v4-flash,1766,1461,3227,0.000656
2026-07-05T22:23:52.630133,deepseek,deepseek-v4-flash,2070,1078,3148,0.000592
2026-07-05T22:24:08.640608,deepseek,deepseek-v4-flash,904,1252,2156,0.000477
2026-07-05T22:24:23.114350,deepseek,deepseek-v4-flash,1911,1368,3279,0.000651
2026-07-05T22:24:33.754016,deepseek,deepseek-v4-flash,1936,770,2706,0.000487
2026-07-05T22:24:51.318399,deepseek,deepseek-v4-flash,2093,1501,3594,0.000713
2026-07-05T22:25:05.371339,deepseek,deepseek-v4-flash,1947,1176,3123,0.000602
2026-07-05T22:25:21.429418,deepseek,deepseek-v4-flash,1666,1564,3230,0.000671
2026-07-05T22:25:39.635346,deepseek,deepseek-v4-flash,1772,1688,3460,0.000721
2026-07-05T22:25:51.826018,deepseek,deepseek-v4-flash,863,1037,1900,0.000411
2026-07-05T22:26:00.944175,deepseek,deepseek-v4-flash,1624,733,2357,0.000433
2026-07-05T22:26:14.739430,deepseek,deepseek-v4-flash,1506,1176,2682,0.00054
2026-07-05T22:26:23.282070,deepseek,deepseek-v4-flash,967,707,1674,0.000333
2026-07-05T22:26:34.099510,deepseek,deepseek-v4-flash,2039,895,2934,0.000536
2026-07-05T22:27:04.753540,deepseek,deepseek-v4-flash,14947,1626,16573,0.002548
2026-07-05T22:27:22.876309,deepseek,deepseek-v4-flash,12357,1460,13817,0.002139
2026-07-05T22:27:41.031502,deepseek,deepseek-v4-flash,13246,1419,14665,0.002252
2026-07-05T22:27:59.419314,deepseek,deepseek-v4-flash,11450,1239,12689,0.00195
2026-07-05T22:28:16.203881,deepseek,deepseek-v4-flash,9206,1153,10359,0.001612
2026-07-05T22:28:53.043963,deepseek,deepseek-v4-flash,9762,3102,12864,0.002235
2026-07-05T22:29:26.808175,deepseek,deepseek-v4-flash,12014,2334,14348,0.002335
2026-07-05T22:29:53.142352,deepseek,deepseek-v4-flash,9458,1890,11348,0.001853
2026-07-05T22:30:14.154598,deepseek,deepseek-v4-flash,11281,1843,13124,0.002095
2026-07-05T22:30:32.809871,deepseek,deepseek-v4-flash,15076,1294,16370,0.002473
2026-07-05T22:30:50.388497,deepseek,deepseek-v4-flash,12979,1606,14585,0.002267
2026-07-05T22:31:02.187065,deepseek,deepseek-v4-flash,12746,883,13629,0.002032
2026-07-05T22:31:20.900351,deepseek,deepseek-v4-flash,10165,1728,11893,0.001907
2026-07-05T22:31:46.439705,deepseek,deepseek-v4-flash,2921,858,3779,0.000649
2026-07-05T22:32:00.961893,deepseek,deepseek-v4-flash,1397,1179,2576,0.000526
2026-07-05T22:32:25.486906,deepseek,deepseek-v4-flash,4309,2365,6674,0.001265
2026-07-05T22:32:36.062124,deepseek,deepseek-v4-flash,2365,1095,3460,0.000638
2026-07-05T22:32:46.684869,deepseek,deepseek-v4-flash,3922,903,4825,0.000802
2026-07-05T22:33:05.007923,deepseek,deepseek-v4-flash,4238,1640,5878,0.001053
2026-07-05T22:33:16.549390,deepseek,deepseek-v4-flash,2110,1091,3201,0.000601
2026-07-05T22:33:31.310250,deepseek,deepseek-v4-flash,13021,1255,14276,0.002174
2026-07-06T20:17:16.435208,deepseek,deepseek-v4-flash,7298,1601,8899,0.00147
2026-07-06T20:17:28.421180,deepseek,deepseek-v4-flash,4431,1210,5641,0.000959
2026-07-06T20:17:40.865448,deepseek,deepseek-v4-flash,4567,1230,5797,0.000984
2026-07-06T20:17:55.233596,deepseek,deepseek-v4-flash,3403,1357,4760,0.000856
2026-07-06T20:18:05.894947,deepseek,deepseek-v4-flash,353,922,1275,0.000308
2026-07-06T20:18:17.379232,deepseek,deepseek-v4-flash,353,907,1260,0.000303
2026-07-06T20:18:35.899482,deepseek,deepseek-v4-flash,11484,1755,13239,0.002099
2026-07-06T20:18:50.463568,deepseek,deepseek-v4-flash,353,1097,1450,0.000357
2026-07-06T20:19:06.577345,deepseek,deepseek-v4-flash,353,1070,1423,0.000349
2026-07-06T20:19:22.039781,deepseek,deepseek-v4-flash,10428,1281,11709,0.001819
2026-07-06T20:19:31.839581,deepseek,deepseek-v4-flash,11177,762,11939,0.001778
2026-07-06T20:19:46.239442,deepseek,deepseek-v4-flash,353,875,1228,0.000294
2026-07-06T20:20:01.948959,deepseek,deepseek-v4-flash,353,934,1287,0.000311
2026-07-06T20:20:15.216401,deepseek,deepseek-v4-flash,11150,1172,12322,0.001889
2026-07-06T20:20:26.663596,deepseek,deepseek-v4-flash,7643,1013,8656,0.001354
2026-07-06T20:20:43.404048,deepseek,deepseek-v4-flash,353,1065,1418,0.000348
2026-07-06T20:21:01.349596,deepseek,deepseek-v4-flash,353,1012,1365,0.000333
2026-07-06T20:21:19.894513,deepseek,deepseek-v4-flash,6402,1586,7988,0.00134
2026-07-06T20:21:49.864657,deepseek,deepseek-v4-flash,6699,2739,9438,0.001705
2026-07-06T20:22:07.032883,deepseek,deepseek-v4-flash,353,1081,1434,0.000352
2026-07-06T20:22:23.492890,deepseek,deepseek-v4-flash,353,859,1212,0.00029
2026-07-06T20:22:44.567741,deepseek,deepseek-v4-flash,6278,1769,8047,0.001374
2026-07-06T20:23:01.143211,deepseek,deepseek-v4-flash,6647,1426,8073,0.00133
2026-07-06T20:23:15.821708,deepseek,deepseek-v4-flash,353,907,1260,0.000303
2026-07-06T20:23:27.586636,deepseek,deepseek-v4-flash,353,633,986,0.000227
2026-07-06T20:23:43.417568,deepseek,deepseek-v4-flash,7245,1540,8785,0.001446
2026-07-06T20:23:58.641027,deepseek,deepseek-v4-flash,8017,1614,9631,0.001574
2026-07-06T20:24:12.886156,deepseek,deepseek-v4-flash,353,1093,1446,0.000355
2026-07-06T20:24:25.115636,deepseek,deepseek-v4-flash,353,891,1244,0.000299
2026-07-06T20:24:43.019859,deepseek,deepseek-v4-flash,6431,1834,8265,0.001414
2026-07-06T20:24:58.757436,deepseek,deepseek-v4-flash,7319,1639,8958,0.001484
2026-07-06T20:25:12.414904,deepseek,deepseek-v4-flash,1387,1242,2629,0.000542
2026-07-06T20:25:24.185578,deepseek,deepseek-v4-flash,2887,1026,3913,0.000691
2026-07-06T20:25:36.047072,deepseek,deepseek-v4-flash,6019,1099,7118,0.00115
2026-07-06T20:25:43.652847,deepseek,deepseek-v4-flash,572,671,1243,0.000268
2026-07-06T20:25:50.550738,deepseek,deepseek-v4-flash,579,663,1242,0.000267
2026-07-06T20:26:00.241391,deepseek,deepseek-v4-flash,480,759,1239,0.00028
2026-07-06T20:26:06.891485,deepseek,deepseek-v4-flash,563,514,1077,0.000223
2026-07-06T20:26:16.336801,deepseek,deepseek-v4-flash,491,805,1296,0.000294
2026-07-06T20:26:23.933264,deepseek,deepseek-v4-flash,657,737,1394,0.000298
2026-07-06T20:26:44.477115,deepseek,deepseek-v4-flash,352,1165,1517,0.000375
2026-07-06T20:27:00.525119,deepseek,deepseek-v4-flash,352,1026,1378,0.000337
2026-07-06T20:27:20.047271,deepseek,deepseek-v4-flash,8328,1602,9930,0.001614
2026-07-06T20:27:39.890451,deepseek,deepseek-v4-flash,13275,1409,14684,0.002253
2026-07-06T20:28:07.601853,deepseek,deepseek-v4-flash,10157,2350,12507,0.00208
2026-07-06T20:28:32.284447,deepseek,deepseek-v4-flash,15753,1829,17582,0.002718
2026-07-06T20:28:47.923747,deepseek,deepseek-v4-flash,10434,1090,11524,0.001766
2026-07-06T20:29:02.150071,deepseek,deepseek-v4-flash,13895,973,14868,0.002218
2026-07-06T20:29:16.762629,deepseek,deepseek-v4-flash,12591,1283,13874,0.002122
2026-07-06T20:29:39.078165,deepseek,deepseek-v4-flash,9564,1806,11370,0.001845
2026-07-06T20:30:06.420459,deepseek,deepseek-v4-flash,14088,2084,16172,0.002556
2026-07-06T20:30:21.017280,deepseek,deepseek-v4-flash,13356,905,14261,0.002123
2026-07-06T20:30:38.152406,deepseek,deepseek-v4-flash,3016,1445,4461,0.000827
2026-07-06T20:31:02.442875,deepseek,deepseek-v4-flash,10613,1764,12377,0.00198
2026-07-06T20:31:27.867082,deepseek,deepseek-v4-flash,15442,2216,17658,0.002782
2026-07-06T20:31:44.182780,deepseek,deepseek-v4-flash,12829,1257,14086,0.002148
2026-07-06T20:32:20.273405,deepseek,deepseek-v4-flash,12586,3308,15894,0.002688
2026-07-06T20:32:37.839993,deepseek,deepseek-v4-flash,12109,1625,13734,0.00215
2026-07-06T20:32:55.483862,deepseek,deepseek-v4-flash,16067,1459,17526,0.002658
2026-07-06T20:33:08.868221,deepseek,deepseek-v4-flash,12475,1164,13639,0.002072
2026-07-06T20:33:23.434881,deepseek,deepseek-v4-flash,11795,1131,12926,0.001968
2026-07-06T20:33:45.378364,deepseek,deepseek-v4-flash,5291,2058,7349,0.001317
2026-07-06T20:34:06.620082,deepseek,deepseek-v4-flash,14630,1772,16402,0.002544
2026-07-06T20:34:22.211453,deepseek,deepseek-v4-flash,9631,1029,10660,0.001636
2026-07-06T20:34:38.509170,deepseek,deepseek-v4-flash,12482,1565,14047,0.002186
2026-07-06T20:34:53.171888,deepseek,deepseek-v4-flash,11328,1478,12806,0.002
2026-07-06T20:35:11.068349,deepseek,deepseek-v4-flash,8959,1903,10862,0.001787
2026-07-06T20:35:22.557915,deepseek,deepseek-v4-flash,8730,1009,9739,0.001505
2026-07-06T20:35:44.465370,deepseek,deepseek-v4-flash,14993,1671,16664,0.002567
2026-07-06T20:36:09.020644,deepseek,deepseek-v4-flash,13503,2238,15741,0.002517
2026-07-06T20:36:27.470341,deepseek,deepseek-v4-flash,12346,1819,14165,0.002238
2026-07-06T20:36:39.339629,deepseek,deepseek-v4-flash,10940,1065,12005,0.00183
2026-07-06T20:36:52.598541,deepseek,deepseek-v4-flash,5464,1193,6657,0.001099
2026-07-06T20:37:07.669509,deepseek,deepseek-v4-flash,13299,1308,14607,0.002228
2026-07-06T20:37:22.080800,deepseek,deepseek-v4-flash,11455,1203,12658,0.001941
2026-07-06T20:37:35.305873,deepseek,deepseek-v4-flash,14578,1208,15786,0.002379
2026-07-06T20:37:51.851748,deepseek,deepseek-v4-flash,10621,1431,12052,0.001888
2026-07-06T20:38:02.116020,deepseek,deepseek-v4-flash,2701,915,3616,0.000634
2026-07-06T20:38:18.293536,deepseek,deepseek-v4-flash,11503,1103,12606,0.001919
2026-07-06T20:38:32.608252,deepseek,deepseek-v4-flash,3332,1348,4680,0.000844
2026-07-06T20:38:41.046127,deepseek,deepseek-v4-flash,4640,794,5434,0.000872
2026-07-06T20:42:45.306530,deepseek,deepseek-v4-flash,7455,2375,9830,0.001709
2026-07-06T20:43:03.096471,deepseek,deepseek-v4-flash,353,1014,1367,0.000333
2026-07-06T20:43:15.948336,deepseek,deepseek-v4-flash,353,801,1154,0.000274
2026-07-06T20:43:35.182648,deepseek,deepseek-v4-flash,353,1005,1358,0.000331
2026-07-06T20:44:00.319991,deepseek,deepseek-v4-flash,8399,2116,10515,0.001768
2026-07-06T20:44:17.768357,deepseek,deepseek-v4-flash,7894,1528,9422,0.001533
2026-07-06T20:44:34.972172,deepseek,deepseek-v4-flash,353,958,1311,0.000318
2026-07-06T20:44:50.721080,deepseek,deepseek-v4-flash,353,823,1176,0.00028
2026-07-06T20:45:08.550398,deepseek,deepseek-v4-flash,7320,1537,8857,0.001455
2026-07-06T20:45:35.579535,deepseek,deepseek-v4-flash,7657,2444,10101,0.001756
2026-07-06T20:45:51.224075,deepseek,deepseek-v4-flash,353,902,1255,0.000302
2026-07-06T20:46:10.541628,deepseek,deepseek-v4-flash,353,1071,1424,0.000349
2026-07-06T20:46:27.365185,deepseek,deepseek-v4-flash,7048,1407,8455,0.001381
2026-07-06T20:46:40.160256,deepseek,deepseek-v4-flash,7477,1184,8661,0.001378
2026-07-06T20:46:54.921561,deepseek,deepseek-v4-flash,353,994,1347,0.000328
2026-07-06T20:47:09.198117,deepseek,deepseek-v4-flash,353,850,1203,0.000287
